unit_id,powiat,wojewodztwo,rok,unemployment_rate,crimes_total_per_1000,property_crimes_per_1000,violent_crimes_per_1000,crime_minus_unemployment
023216605000,Powiat gryficki,Dolnoslaskie,2016,3.5,22.7,11.1,0.74,19.2
023216605000,Powiat gryficki,Dolnoslaskie,2017,2.6,21.81,10.24,0.8,19.209999999999997
023216605000,Powiat gryficki,Dolnoslaskie,2018,2.8,26.72,11.83,0.91,23.919999999999998
023216605000,Powiat gryficki,Dolnoslaskie,2019,3.7,26.51,12.12,1.16,22.810000000000002
023216605000,Powiat gryficki,Dolnoslaskie,2020,3.4,21.29,9.92,0.6,17.89
023216605000,Powiat gryficki,Dolnoslaskie,2021,2.5,25.39,11.66,0.88,22.89
023216605000,Powiat gryficki,Dolnoslaskie,2022,4.2,30.26,11.76,0.75,26.060000000000002
023216605000,Powiat gryficki,Dolnoslaskie,2023,3.5,26.87,13.94,0.48,23.37
023216605000,Powiat gryficki,Dolnoslaskie,2024,4.4,22.15,10.25,0.57,17.75
023216606000,Powiat gryfiński,Dolnoslaskie,2014,4.6,16.32,8.01,0.66,11.72
023216606000,Powiat gryfiński,Dolnoslaskie,2015,4.1,17.21,8.21,0.52,13.110000000000001
023216606000,Powiat gryfiński,Dolnoslaskie,2016,2.8,15.27,7.03,0.52,12.469999999999999
023216606000,Powiat gryfiński,Dolnoslaskie,2017,2.4,16.68,5.84,0.84,14.28
023216606000,Powiat gryfiński,Dolnoslaskie,2018,2.8,16.52,5.06,0.56,13.719999999999999
023216606000,Powiat gryfiński,Dolnoslaskie,2019,2.2,20.17,7.15,0.71,17.970000000000002
023216606000,Powiat gryfiński,Dolnoslaskie,2020,2.9,20.86,8.3,0.55,17.96
023216606000,Powiat gryfiński,Dolnoslaskie,2021,1.9,20.42,8.71,0.38,18.520000000000003
023216606000,Powiat gryfiński,Dolnoslaskie,2022,3.1,19.21,8.26,0.51,16.11
023216606000,Powiat gryfiński,Dolnoslaskie,2023,2.9,18.59,7.56,0.48,15.69
023216606000,Powiat gryfiński,Dolnoslaskie,2024,4.3,19.23,7.66,0.63,14.93
071427306000,Powiat grójecki,Nieznane,2014,5.8,21.77,11.22,0.47,15.969999999999999
071427306000,Powiat grójecki,Nieznane,2015,6.0,19.33,10.94,0.48,13.329999999999998
071427306000,Powiat grójecki,Nieznane,2016,5.2,22.34,10.52,0.67,17.14
071427306000,Powiat grójecki,Nieznane,2017,5.2,21.1,8.56,0.64,15.900000000000002
071427306000,Powiat grójecki,Nieznane,2018,5.9,19.78,7.53,0.47,13.88
071427306000,Powiat grójecki,Nieznane,2019,5.4,20.34,7.23,0.45,14.94
071427306000,Powiat grójecki,Nieznane,2020,6.1,19.78,7.29,0.39,13.680000000000001
071427306000,Powiat grójecki,Nieznane,2021,4.3,23.02,8.12,0.44,18.72
071427306000,Powiat grójecki,Nieznane,2022,7.0,21.83,10.89,0.48,14.829999999999998
071427306000,Powiat grójecki,Nieznane,2023,6.6,18.12,8.29,0.48,11.520000000000001
071427306000,Powiat grójecki,Nieznane,2024,4.5,22.05,9.78,0.5,17.55
030210204000,Powiat górowski,Nieznane,2014,3.5,19.44,9.33,0.88,15.940000000000001
030210204000,Powiat górowski,Nieznane,2015,5.1,21.11,10.22,0.53,16.009999999999998
030210204000,Powiat górowski,Nieznane,2016,4.1,19.05,8.37,0.53,14.950000000000001
030210204000,Powiat górowski,Nieznane,2017,3.6,19.34,7.87,0.34,15.74
030210204000,Powiat górowski,Nieznane,2018,3.8,22.92,10.56,0.34,19.12
030210204000,Powiat górowski,Nieznane,2019,2.5,25.28,9.16,0.6,22.78
030210204000,Powiat górowski,Nieznane,2020,2.9,33.95,10.65,0.15,31.050000000000004
030210204000,Powiat górowski,Nieznane,2021,3.2,32.86,17.02,0.51,29.66
030210204000,Powiat górowski,Nieznane,2022,5.7,35.56,15.65,0.4,29.860000000000003
030210204000,Powiat górowski,Nieznane,2023,4.0,26.41,13.73,0.43,22.41
030210204000,Powiat górowski,Nieznane,2024,5.1,25.21,12.28,0.37,20.11
030210203000,Powiat głogowski,Nieznane,2014,5.8,32.9,23.76,0.75,27.099999999999998
030210203000,Powiat głogowski,Nieznane,2015,6.5,22.47,12.93,0.86,15.969999999999999
030210203000,Powiat głogowski,Nieznane,2016,5.8,22.95,11.34,0.8,17.15
030210203000,Powiat głogowski,Nieznane,2017,3.9,23.21,11.33,0.9,19.310000000000002
030210203000,Powiat głogowski,Nieznane,2018,3.5,25.19,13.3,0.62,21.69
030210203000,Powiat głogowski,Nieznane,2019,3.7,26.13,13.21,0.52,22.43
030210203000,Powiat głogowski,Nieznane,2020,4.6,28.45,14.25,0.69,23.85
030210203000,Powiat głogowski,Nieznane,2021,4.1,29.3,15.8,0.52,25.200000000000003
030210203000,Powiat głogowski,Nieznane,2022,5.3,28.56,16.09,0.38,23.259999999999998
030210203000,Powiat głogowski,Nieznane,2023,5.5,31.69,17.86,0.49,26.19
030210203000,Powiat głogowski,Nieznane,2024,4.2,37.94,25.23,0.52,33.739999999999995
031613102000,Powiat głubczycki,Nieznane,2014,5.3,22.15,12.86,0.61,16.849999999999998
031613102000,Powiat głubczycki,Nieznane,2015,4.7,19.16,10.93,0.34,14.46
031613102000,Powiat głubczycki,Nieznane,2016,3.6,16.83,10.71,0.34,13.229999999999999
031613102000,Powiat głubczycki,Nieznane,2017,2.7,22.44,9.05,0.3,19.740000000000002
031613102000,Powiat głubczycki,Nieznane,2018,3.1,12.13,5.2,0.26,9.030000000000001
031613102000,Powiat głubczycki,Nieznane,2019,2.5,15.76,7.49,0.48,13.26
031613102000,Powiat głubczycki,Nieznane,2020,2.5,12.99,6.55,0.23,10.49
031613102000,Powiat głubczycki,Nieznane,2021,2.3,13.73,6.75,0.21,11.43
031613102000,Powiat głubczycki,Nieznane,2022,3.0,14.08,6.46,0.37,11.08
031613102000,Powiat głubczycki,Nieznane,2023,2.9,13.22,6.73,0.42,10.32
031613102000,Powiat głubczycki,Nieznane,2024,2.3,15.12,8.94,0.17,12.82
062013805000,Powiat hajnowski,Lubelskie,2014,4.1,13.28,4.94,0.66,9.18
062013805000,Powiat hajnowski,Lubelskie,2015,3.4,13.71,5.52,0.96,10.31
062013805000,Powiat hajnowski,Lubelskie,2016,2.4,13.51,5.57,0.61,11.11
062013805000,Powiat hajnowski,Lubelskie,2017,3.4,18.2,5.51,0.68,14.799999999999999
062013805000,Powiat hajnowski,Lubelskie,2018,2.1,12.21,4.88,0.69,10.110000000000001
062013805000,Powiat hajnowski,Lubelskie,2019,1.9,14.17,4.95,0.49,12.27
062013805000,Powiat hajnowski,Lubelskie,2020,3.2,15.18,6.0,0.44,11.98
062013805000,Powiat hajnowski,Lubelskie,2021,1.9,15.36,6.7,0.57,13.459999999999999
062013805000,Powiat hajnowski,Lubelskie,2022,2.9,21.38,4.73,0.43,18.48
062013805000,Powiat hajnowski,Lubelskie,2023,3.2,15.48,5.63,0.38,12.280000000000001
062013805000,Powiat hajnowski,Lubelskie,2024,2.8,13.39,3.45,0.36,10.59
060611004000,Powiat hrubieszowski,Lubelskie,2014,4.4,19.22,6.74,0.75,14.819999999999999
060611004000,Powiat hrubieszowski,Lubelskie,2015,4.4,21.0,7.0,0.54,16.6
060611004000,Powiat hrubieszowski,Lubelskie,2016,4.3,16.99,5.4,0.67,12.689999999999998
060611004000,Powiat hrubieszowski,Lubelskie,2017,3.6,16.72,4.97,0.63,13.12
060611004000,Powiat hrubieszowski,Lubelskie,2018,4.6,26.61,5.05,0.73,22.009999999999998
060611004000,Powiat hrubieszowski,Lubelskie,2019,3.9,18.04,5.86,0.66,14.139999999999999
060611004000,Powiat hrubieszowski,Lubelskie,2020,3.9,13.97,3.38,0.48,10.07
060611004000,Powiat hrubieszowski,Lubelskie,2021,4.5,17.73,5.74,0.41,13.23
060611004000,Powiat hrubieszowski,Lubelskie,2022,4.4,15.17,4.73,0.52,10.77
060611004000,Powiat hrubieszowski,Lubelskie,2023,4.3,15.55,5.39,0.37,11.25
060611004000,Powiat hrubieszowski,Lubelskie,2024,5.1,13.89,3.62,0.39,8.790000000000001
040416707000,Powiat inowrocławski,Kujawsko-Pomorskie,2014,4.7,20.33,13.21,0.43,15.629999999999999
040416707000,Powiat inowrocławski,Kujawsko-Pomorskie,2015,4.5,18.71,11.32,0.39,14.21
040416707000,Powiat inowrocławski,Kujawsko-Pomorskie,2016,3.7,16.1,9.57,0.44,12.400000000000002
040416707000,Powiat inowrocławski,Kujawsko-Pomorskie,2017,3.0,19.23,9.11,0.37,16.23
040416707000,Powiat inowrocławski,Kujawsko-Pomorskie,2018,3.0,60.69,8.16,0.26,57.69
040416707000,Powiat inowrocławski,Kujawsko-Pomorskie,2019,3.5,14.37,7.44,0.39,10.87
040416707000,Powiat inowrocławski,Kujawsko-Pomorskie,2020,3.3,15.94,8.86,0.24,12.64
040416707000,Powiat inowrocławski,Kujawsko-Pomorskie,2021,2.1,20.41,11.54,0.27,18.31
040416707000,Powiat inowrocławski,Kujawsko-Pomorskie,2022,4.1,18.83,10.77,0.17,14.729999999999999
040416707000,Powiat inowrocławski,Kujawsko-Pomorskie,2023,3.2,21.47,14.45,0.21,18.27
040416707000,Powiat inowrocławski,Kujawsko-Pomorskie,2024,3.7,19.83,10.97,0.24,16.13
042815407000,Powiat iławski,Kujawsko-Pomorskie,2014,6.4,20.5,10.86,0.4,14.1
042815407000,Powiat iławski,Kujawsko-Pomorskie,2015,6.5,17.63,8.71,0.57,11.129999999999999
042815407000,Powiat iławski,Kujawsko-Pomorskie,2016,4.4,19.97,9.54,0.51,15.569999999999999
042815407000,Powiat iławski,Kujawsko-Pomorskie,2017,4.3,16.49,7.03,0.53,12.189999999999998
042815407000,Powiat iławski,Kujawsko-Pomorskie,2018,5.8,18.8,8.21,0.43,13.0
042815407000,Powiat iławski,Kujawsko-Pomorskie,2019,5.6,18.3,8.08,0.31,12.700000000000001
042815407000,Powiat iławski,Kujawsko-Pomorskie,2020,4.4,19.36,10.32,0.37,14.959999999999999
042815407000,Powiat iławski,Kujawsko-Pomorskie,2021,5.5,18.97,8.45,0.34,13.469999999999999
042815407000,Powiat iławski,Kujawsko-Pomorskie,2022,5.9,22.38,12.29,0.37,16.479999999999997
042815407000,Powiat iławski,Kujawsko-Pomorskie,2023,3.0,16.77,7.27,0.3,13.77
042815407000,Powiat iławski,Kujawsko-Pomorskie,2024,4.6,17.98,7.05,0.26,13.38
060611205000,Powiat janowski,Lubelskie,2014,7.2,10.75,4.52,0.64,3.55
060611205000,Powiat janowski,Lubelskie,2015,6.6,14.95,3.13,0.32,8.35
060611205000,Powiat janowski,Lubelskie,2016,6.9,13.11,3.55,0.26,6.209999999999999
060611205000,Powiat janowski,Lubelskie,2017,6.4,10.37,3.3,0.54,3.969999999999999
060611205000,Powiat janowski,Lubelskie,2018,6.0,12.46,5.14,0.26,6.460000000000001
060611205000,Powiat janowski,Lubelskie,2019,7.3,12.52,2.22,0.35,5.22
060611205000,Powiat janowski,Lubelskie,2020,5.9,8.27,3.08,0.34,2.369999999999999
060611205000,Powiat janowski,Lubelskie,2021,5.4,10.33,2.73,0.34,4.93
060611205000,Powiat janowski,Lubelskie,2022,5.9,9.18,2.7,0.25,3.2799999999999994
060611205000,Powiat janowski,Lubelskie,2023,5.9,9.35,2.93,0.26,3.4499999999999993
060611205000,Powiat janowski,Lubelskie,2024,5.7,8.79,2.82,0.21,3.089999999999999
023015706000,Powiat jarociński,Dolnoslaskie,2014,6.1,15.61,6.65,0.35,9.51
023015706000,Powiat jarociński,Dolnoslaskie,2015,6.4,14.79,6.04,0.21,8.389999999999999
023015706000,Powiat jarociński,Dolnoslaskie,2016,5.3,11.91,4.99,0.28,6.61
023015706000,Powiat jarociński,Dolnoslaskie,2017,5.4,11.41,4.18,0.17,6.01
023015706000,Powiat jarociński,Dolnoslaskie,2018,5.8,13.15,4.03,0.43,7.3500000000000005
023015706000,Powiat jarociński,Dolnoslaskie,2019,6.2,12.17,4.48,0.32,5.97
023015706000,Powiat jarociński,Dolnoslaskie,2020,6.8,11.81,4.52,0.27,5.010000000000001
023015706000,Powiat jarociński,Dolnoslaskie,2021,5.8,13.31,5.15,0.36,7.510000000000001
023015706000,Powiat jarociński,Dolnoslaskie,2022,7.6,13.01,5.29,0.33,5.41
023015706000,Powiat jarociński,Dolnoslaskie,2023,6.2,13.77,5.84,0.34,7.569999999999999
023015706000,Powiat jarociński,Dolnoslaskie,2024,5.7,12.5,4.55,0.27,6.8
061813404000,Powiat jarosławski,Lubelskie,2014,5.4,11.46,4.94,0.33,6.0600000000000005
061813404000,Powiat jarosławski,Lubelskie,2015,5.0,10.43,3.99,0.29,5.43
061813404000,Powiat jarosławski,Lubelskie,2016,5.1,10.6,4.48,0.4,5.5
061813404000,Powiat jarosławski,Lubelskie,2017,4.5,10.35,3.94,0.46,5.85
061813404000,Powiat jarosławski,Lubelskie,2018,4.1,11.12,2.8,0.39,7.02
061813404000,Powiat jarosławski,Lubelskie,2019,3.6,9.46,3.14,0.28,5.860000000000001
061813404000,Powiat jarosławski,Lubelskie,2020,4.0,9.35,3.72,0.2,5.35
061813404000,Powiat jarosławski,Lubelskie,2021,4.2,9.68,4.01,0.32,5.4799999999999995
061813404000,Powiat jarosławski,Lubelskie,2022,5.4,8.91,3.85,0.29,3.51
061813404000,Powiat jarosławski,Lubelskie,2023,4.9,7.94,3.43,0.21,3.04
061813404000,Powiat jarosławski,Lubelskie,2024,4.6,7.99,3.23,0.28,3.3900000000000006
061813305000,Powiat jasielski,Lubelskie,2014,5.3,10.19,4.71,0.33,4.89
061813305000,Powiat jasielski,Lubelskie,2015,5.8,7.73,2.99,0.26,1.9300000000000006
061813305000,Powiat jasielski,Lubelskie,2016,4.4,8.26,3.78,0.38,3.8599999999999994
061813305000,Powiat jasielski,Lubelskie,2017,4.1,10.69,6.89,0.32,6.59
061813305000,Powiat jasielski,Lubelskie,2018,3.2,9.95,5.36,0.36,6.749999999999999
061813305000,Powiat jasielski,Lubelskie,2019,3.9,10.33,3.85,0.25,6.43
061813305000,Powiat jasielski,Lubelskie,2020,3.5,9.96,4.8,0.15,6.460000000000001
061813305000,Powiat jasielski,Lubelskie,2021,3.4,10.27,5.07,0.2,6.869999999999999
061813305000,Powiat jasielski,Lubelskie,2022,5.1,10.58,5.49,0.25,5.48
061813305000,Powiat jasielski,Lubelskie,2023,4.7,8.66,4.77,0.27,3.96
061813305000,Powiat jasielski,Lubelskie,2024,4.8,8.78,4.34,0.24,3.9799999999999995
030210105000,Powiat jaworski,Nieznane,2014,3.4,15.5,7.08,0.35,12.1
030210105000,Powiat jaworski,Nieznane,2015,2.8,17.78,9.63,0.31,14.98
030210105000,Powiat jaworski,Nieznane,2016,3.5,17.5,8.16,0.31,14.0
030210105000,Powiat jaworski,Nieznane,2017,2.1,18.38,8.6,0.55,16.279999999999998
030210105000,Powiat jaworski,Nieznane,2018,2.6,20.92,10.6,0.28,18.32
030210105000,Powiat jaworski,Nieznane,2019,3.3,20.01,9.04,0.48,16.71
030210105000,Powiat jaworski,Nieznane,2020,1.8,24.47,12.68,0.51,22.669999999999998
030210105000,Powiat jaworski,Nieznane,2021,1.7,28.66,10.9,0.54,26.96
030210105000,Powiat jaworski,Nieznane,2022,3.1,24.66,10.68,0.36,21.56
030210105000,Powiat jaworski,Nieznane,2023,3.3,24.17,10.96,0.36,20.87
030210105000,Powiat jaworski,Nieznane,2024,2.6,19.05,9.31,0.23,16.45
052615302000,Powiat jędrzejowski,Nieznane,2014,8.4,17.27,6.59,0.32,8.87
052615302000,Powiat jędrzejowski,Nieznane,2015,6.9,12.35,5.28,0.24,5.449999999999999
052615302000,Powiat jędrzejowski,Nieznane,2016,5.6,10.78,3.54,0.31,5.18
052615302000,Powiat jędrzejowski,Nieznane,2017,6.5,10.35,4.03,0.28,3.8499999999999996
052615302000,Powiat jędrzejowski,Nieznane,2018,5.7,18.16,3.86,0.29,12.46
052615302000,Powiat jędrzejowski,Nieznane,2019,5.1,19.15,4.24,0.2,14.049999999999999
052615302000,Powiat jędrzejowski,Nieznane,2020,4.5,43.2,4.17,0.19,38.7
052615302000,Powiat jędrzejowski,Nieznane,2021,4.6,21.2,9.26,0.27,16.6
052615302000,Powiat jędrzejowski,Nieznane,2022,6.7,12.0,4.82,0.22,5.3
052615302000,Powiat jędrzejowski,Nieznane,2023,6.2,12.67,5.63,0.18,6.47
052615302000,Powiat jędrzejowski,Nieznane,2024,7.0,13.63,6.31,0.17,6.630000000000001
023015707000,Powiat kaliski,Dolnoslaskie,2014,8.9,13.92,4.26,0.3,5.02
023015707000,Powiat kaliski,Dolnoslaskie,2015,7.5,9.74,3.36,0.11,2.24
023015707000,Powiat kaliski,Dolnoslaskie,2016,6.1,8.03,2.15,0.14,1.9299999999999997
023015707000,Powiat kaliski,Dolnoslaskie,2017,6.0,7.84,2.22,0.25,1.8399999999999999
023015707000,Powiat kaliski,Dolnoslaskie,2018,4.7,7.64,2.59,0.2,2.9399999999999995
023015707000,Powiat kaliski,Dolnoslaskie,2019,3.5,13.64,2.25,0.16,10.14
023015707000,Powiat kaliski,Dolnoslaskie,2020,7.0,7.54,1.78,0.16,0.54
023015707000,Powiat kaliski,Dolnoslaskie,2021,4.2,9.47,2.52,0.27,5.2700000000000005
023015707000,Powiat kaliski,Dolnoslaskie,2022,7.2,8.52,1.73,0.17,1.3199999999999994
023015707000,Powiat kaliski,Dolnoslaskie,2023,6.3,10.1,2.56,0.15,3.8
023015707000,Powiat kaliski,Dolnoslaskie,2024,7.0,8.04,1.36,0.21,1.0399999999999991
030210107000,Powiat kamiennogórski,Nieznane,2014,3.0,20.03,11.18,0.8,17.03
030210107000,Powiat kamiennogórski,Nieznane,2015,3.5,15.58,7.8,0.61,12.08
030210107000,Powiat kamiennogórski,Nieznane,2016,2.6,15.4,7.5,0.7,12.8
030210107000,Powiat kamiennogórski,Nieznane,2017,3.3,19.46,7.5,0.52,16.16
030210107000,Powiat kamiennogórski,Nieznane,2018,3.2,15.6,7.08,0.48,12.399999999999999
030210107000,Powiat kamiennogórski,Nieznane,2019,3.4,21.81,9.16,0.53,18.41
030210107000,Powiat kamiennogórski,Nieznane,2020,2.7,21.74,8.63,0.67,19.04
030210107000,Powiat kamiennogórski,Nieznane,2021,1.9,25.6,14.02,0.53,23.700000000000003
030210107000,Powiat kamiennogórski,Nieznane,2022,4.1,44.53,20.89,0.51,40.43
030210107000,Powiat kamiennogórski,Nieznane,2023,3.6,22.39,11.25,0.47,18.79
030210107000,Powiat kamiennogórski,Nieznane,2024,4.4,18.56,8.72,0.37,14.159999999999998
023216607000,Powiat kamieński,Dolnoslaskie,2014,3.1,24.65,12.28,0.81,21.549999999999997
023216607000,Powiat kamieński,Dolnoslaskie,2015,2.7,24.39,11.31,0.88,21.69
023216607000,Powiat kamieński,Dolnoslaskie,2016,2.6,22.34,13.24,0.32,19.74
023216607000,Powiat kamieński,Dolnoslaskie,2017,2.0,17.81,8.77,1.0,15.809999999999999
023216607000,Powiat kamieński,Dolnoslaskie,2018,1.9,19.45,8.37,0.85,17.55
023216607000,Powiat kamieński,Dolnoslaskie,2019,2.6,21.95,8.74,0.87,19.349999999999998
023216607000,Powiat kamieński,Dolnoslaskie,2020,2.4,23.46,10.87,0.44,21.060000000000002
023216607000,Powiat kamieński,Dolnoslaskie,2021,1.7,30.74,9.0,0.84,29.04
023216607000,Powiat kamieński,Dolnoslaskie,2022,2.9,21.7,10.35,0.6,18.8
023216607000,Powiat kamieński,Dolnoslaskie,2023,2.4,20.94,9.23,0.72,18.540000000000003
023216607000,Powiat kamieński,Dolnoslaskie,2024,2.0,21.98,8.46,0.73,19.98
030210106000,Powiat karkonoski,Nieznane,2014,1.7,20.93,13.88,0.4,19.23
030210106000,Powiat karkonoski,Nieznane,2015,1.6,23.27,14.81,0.35,21.669999999999998
030210106000,Powiat karkonoski,Nieznane,2016,1.2,23.31,15.41,0.59,22.11
030210106000,Powiat karkonoski,Nieznane,2017,1.3,21.84,13.44,0.44,20.54
030210106000,Powiat karkonoski,Nieznane,2018,1.9,23.35,14.6,0.31,21.450000000000003
030210106000,Powiat karkonoski,Nieznane,2019,1.4,26.05,16.75,0.41,24.650000000000002
030210106000,Powiat karkonoski,Nieznane,2020,2.1,25.59,16.42,0.37,23.49
030210106000,Powiat karkonoski,Nieznane,2021,1.1,27.66,14.88,0.21,26.56
030210106000,Powiat karkonoski,Nieznane,2022,1.2,13.41,5.2,0.38,12.21
030210106000,Powiat karkonoski,Nieznane,2023,1.2,24.86,12.66,0.3,23.66
030210106000,Powiat karkonoski,Nieznane,2024,1.9,28.47,14.86,0.5,26.57
042214005000,Powiat kartuski,Kujawsko-Pomorskie,2014,8.6,15.35,7.71,0.32,6.75
042214005000,Powiat kartuski,Kujawsko-Pomorskie,2015,9.3,16.52,7.41,0.27,7.219999999999999
042214005000,Powiat kartuski,Kujawsko-Pomorskie,2016,7.8,16.05,9.25,0.38,8.25
042214005000,Powiat kartuski,Kujawsko-Pomorskie,2017,7.8,14.32,6.84,0.45,6.5200000000000005
042214005000,Powiat kartuski,Kujawsko-Pomorskie,2018,6.4,13.63,6.06,0.35,7.23
042214005000,Powiat kartuski,Kujawsko-Pomorskie,2019,7.1,14.26,7.84,0.3,7.16
042214005000,Powiat kartuski,Kujawsko-Pomorskie,2020,7.1,13.94,8.29,0.21,6.84
042214005000,Powiat kartuski,Kujawsko-Pomorskie,2021,5.9,14.74,8.82,0.28,8.84
042214005000,Powiat kartuski,Kujawsko-Pomorskie,2022,13.2,23.12,7.62,0.2,9.920000000000002
042214005000,Powiat kartuski,Kujawsko-Pomorskie,2023,9.3,36.58,6.6,0.24,27.279999999999998
042214005000,Powiat kartuski,Kujawsko-Pomorskie,2024,9.6,12.86,6.57,0.21,3.26
052615303000,Powiat kazimierski,Nieznane,2014,9.1,10.19,3.1,0.6,1.0899999999999999
052615303000,Powiat kazimierski,Nieznane,2015,6.7,54.91,2.58,0.38,48.209999999999994
052615303000,Powiat kazimierski,Nieznane,2016,7.7,10.2,4.2,0.41,2.499999999999999
052615303000,Powiat kazimierski,Nieznane,2017,5.9,7.66,2.0,0.59,1.7599999999999998
052615303000,Powiat kazimierski,Nieznane,2018,7.2,12.82,4.72,0.38,5.62
052615303000,Powiat kazimierski,Nieznane,2019,6.1,12.33,4.48,0.71,6.23
052615303000,Powiat kazimierski,Nieznane,2020,6.3,11.93,3.51,0.21,5.63
052615303000,Powiat kazimierski,Nieznane,2021,5.7,15.15,3.6,0.12,9.45
052615303000,Powiat kazimierski,Nieznane,2022,6.3,16.47,5.02,0.25,10.169999999999998
052615303000,Powiat kazimierski,Nieznane,2023,7.9,9.27,3.36,0.06,1.3699999999999992
052615303000,Powiat kazimierski,Nieznane,2024,5.0,9.73,3.55,0.1,4.73
052615204000,Powiat kielecki,Nieznane,2014,6.0,11.86,4.89,0.42,5.859999999999999
052615204000,Powiat kielecki,Nieznane,2015,6.0,11.04,4.1,0.44,5.039999999999999
052615204000,Powiat kielecki,Nieznane,2016,6.0,9.72,3.68,0.38,3.7200000000000006
052615204000,Powiat kielecki,Nieznane,2017,5.5,11.0,3.0,0.43,5.5
052615204000,Powiat kielecki,Nieznane,2018,4.1,9.82,3.14,0.39,5.720000000000001
052615204000,Powiat kielecki,Nieznane,2019,4.9,9.22,2.81,0.29,4.32
052615204000,Powiat kielecki,Nieznane,2020,4.6,9.37,3.61,0.22,4.77
052615204000,Powiat kielecki,Nieznane,2021,4.6,11.72,4.15,0.28,7.120000000000001
052615204000,Powiat kielecki,Nieznane,2022,6.1,14.3,8.19,0.32,8.200000000000001
052615204000,Powiat kielecki,Nieznane,2023,5.9,9.95,3.86,0.27,4.049999999999999
052615204000,Powiat kielecki,Nieznane,2024,5.3,8.5,4.0,0.21,3.2
031613204000,Powiat kluczborski,Nieznane,2014,5.1,20.36,7.51,0.8,15.26
031613204000,Powiat kluczborski,Nieznane,2015,5.4,16.61,8.75,0.51,11.209999999999999
031613204000,Powiat kluczborski,Nieznane,2016,4.5,16.99,6.53,0.59,12.489999999999998
031613204000,Powiat kluczborski,Nieznane,2017,4.2,42.91,5.87,0.72,38.709999999999994
031613204000,Powiat kluczborski,Nieznane,2018,4.9,15.64,5.48,0.62,10.74
031613204000,Powiat kluczborski,Nieznane,2019,3.8,14.14,5.27,0.46,10.34
031613204000,Powiat kluczborski,Nieznane,2020,4.4,15.43,6.43,0.54,11.03
031613204000,Powiat kluczborski,Nieznane,2021,3.7,17.69,8.05,0.51,13.990000000000002
031613204000,Powiat kluczborski,Nieznane,2022,4.3,14.34,7.9,0.4,10.04
031613204000,Powiat kluczborski,Nieznane,2023,4.0,14.22,7.24,0.26,10.22
031613204000,Powiat kluczborski,Nieznane,2024,3.5,28.66,7.96,0.36,25.16
061813506000,Powiat kolbuszowski,Lubelskie,2014,6.9,8.77,3.32,0.24,1.8699999999999992
061813506000,Powiat kolbuszowski,Lubelskie,2015,7.8,7.0,2.51,0.24,-0.7999999999999998
061813506000,Powiat kolbuszowski,Lubelskie,2016,5.4,7.82,2.63,0.29,2.42
061813506000,Powiat kolbuszowski,Lubelskie,2017,7.1,6.87,2.4,0.4,-0.22999999999999954
061813506000,Powiat kolbuszowski,Lubelskie,2018,6.9,8.08,2.65,0.34,1.1799999999999997
061813506000,Powiat kolbuszowski,Lubelskie,2019,6.2,7.44,1.99,0.21,1.2400000000000002
061813506000,Powiat kolbuszowski,Lubelskie,2020,6.8,9.75,2.95,0.18,2.95
061813506000,Powiat kolbuszowski,Lubelskie,2021,5.8,12.96,7.68,0.18,7.160000000000001
061813506000,Powiat kolbuszowski,Lubelskie,2022,6.6,10.56,5.29,0.16,3.960000000000001
061813506000,Powiat kolbuszowski,Lubelskie,2023,5.8,11.05,5.74,0.13,5.250000000000001
061813506000,Powiat kolbuszowski,Lubelskie,2024,5.3,10.02,3.95,0.18,4.72
062013806000,Powiat kolneński,Lubelskie,2014,6.7,12.51,5.74,0.36,5.81
062013806000,Powiat kolneński,Lubelskie,2015,7.2,10.45,3.95,0.36,3.249999999999999
062013806000,Powiat kolneński,Lubelskie,2016,5.6,9.09,3.48,0.54,3.49
062013806000,Powiat kolneński,Lubelskie,2017,5.4,9.67,3.94,0.72,4.27
062013806000,Powiat kolneński,Lubelskie,2018,5.5,8.85,3.32,0.29,3.3499999999999996
062013806000,Powiat kolneński,Lubelskie,2019,4.8,9.23,3.61,0.18,4.430000000000001
062013806000,Powiat kolneński,Lubelskie,2020,5.3,8.15,2.79,0.36,2.8500000000000005
062013806000,Powiat kolneński,Lubelskie,2021,4.6,9.83,3.33,0.41,5.23
062013806000,Powiat kolneński,Lubelskie,2022,5.6,12.81,3.47,0.36,7.210000000000001
062013806000,Powiat kolneński,Lubelskie,2023,5.4,8.73,3.89,0.28,3.33
062013806000,Powiat kolneński,Lubelskie,2024,5.5,9.97,3.07,0.31,4.470000000000001
023015809000,Powiat kolski,Dolnoslaskie,2014,6.0,18.53,9.45,0.25,12.530000000000001
023015809000,Powiat kolski,Dolnoslaskie,2015,6.4,15.83,7.56,0.21,9.43
023015809000,Powiat kolski,Dolnoslaskie,2016,5.8,12.28,5.14,0.34,6.4799999999999995
023015809000,Powiat kolski,Dolnoslaskie,2017,5.1,11.37,4.09,0.36,6.27
023015809000,Powiat kolski,Dolnoslaskie,2018,6.7,12.03,4.67,0.27,5.329999999999999
023015809000,Powiat kolski,Dolnoslaskie,2019,6.5,14.46,6.96,0.38,7.960000000000001
023015809000,Powiat kolski,Dolnoslaskie,2020,7.1,17.34,9.88,0.35,10.24
023015809000,Powiat kolski,Dolnoslaskie,2021,6.7,16.82,7.47,0.31,10.120000000000001
